,userId,beer_beerid,beer_name,brewery_name,beer_style,beer_abv,review_overall,review_time
1433132,6266,43626,Bright Angle Pale Ale,Grand Canyon Brewery,American Pale Ale (APA),6.2,3.0,1216534331
1433137,6266,47010,Freakin' Frog Blueberry Ale,Joseph James Brewing Inc.,Fruit / Vegetable Beer,5.1,3.0,1231865350
1433140,6275,13131,Lübzer Pils,Mecklenburgische Brauerei Lübz GmbH,German Pilsener,4.9,5.0,1210014254
1433146,6275,15663,Werner Hefe Weissen Hell,Werner Bräu GmbH,Hefeweizen,5.2,3.5,1075627969
1433148,6275,22282,Das Schwarze,Dinkelacker-Schwabenbraeu AG,Schwarzbier,4.9,4.0,1207259801
1433166,6275,54263,Lay Down Stay Down,Roy Pitz Brewing Company,Belgian Strong Pale Ale,9.0,4.0,1294275893
1433170,6276,61966,Razzy Xpress,Twisted Pine Brewing Company,American Stout,6.0,2.5,1303611150
1433173,6276,65288,Old Double Bagger - Barrel Aged,Oskar Blues Grill & Brew,American Barleywine,13.2,4.5,1305681617
1433178,6289,58979,OBX Beer,Weeping Radish Eco Farm & Brewery,Kölsch,6.0,3.5,1283731675
1433189,6290,33044,Wooden Shoe Bock,Barrel House Brewing Company,Bock,,4.5,1170529766
1433191,6290,54272,New Bremen Giant Pumpkin Ale,Barrel House Brewing Company,Pumpkin Ale,6.0,5.0,1258827904
1433193,6298,1064,Live Oak Pale Ale,Live Oak Brewing Company,American Pale Ale (APA),,4.5,1203659472
1433200,6298,12985,Golden Vanilla,Thirsty Bear Brewing Company,American Blonde Ale,,3.5,1201817643
1433212,6298,15302,Clark Street Ale House Pale Ale,Two Brothers Brewing Company,American Pale Ale (APA),5.8,3.0,1214854176
1433217,6298,20111,Emperor Norton Lager,San Francisco Brewing Company,American Pale Lager,,2.5,1201807157
1433222,6298,20115,Albatross Lager,San Francisco Brewing Company,Czech Pilsener,,2.5,1201807075
1433227,6298,28861,Gripman's Porter,San Francisco Brewing Company,American Porter,,3.0,1201807552
1433233,6298,34410,Wilson's ESB,Draught House Pub & Brewery,Extra Special / Strong Bitter (ESB),5.9,3.5,1202939550
1433238,6298,37230,Uncle Billy's IPA,Uncle Billy's Brew & Que,American IPA,6.4,3.5,1200518987
1433241,6298,37233,Haystack Hefeweizen,Uncle Billy's Brew & Que,Hefeweizen,,3.5,1200517736
1433245,6298,38190,American Dream IPA- Shimkos' Simcoes,Rock Bottom Restaurant & Brewery,American IPA,7.0,4.0,1214854074
1433251,6298,38590,Bravo Pale Ale,Thirsty Bear Brewing Company,American Pale Ale (APA),,3.0,1201817943
1433253,6298,38764,Special Ed,Goose Island Beer Co.,Smoked Beer,11.0,3.5,1214854895
1433258,6298,39361,ÜberFest Pilsner,Rogue Ales,German Pilsener,5.2,3.5,1205614449
1433262,6298,39481,Uncle Billy's English Pale Ale (aka The EPA),Uncle Billy's Brew & Que,English Pale Ale,,4.5,1204408979
1433264,6298,39483,Uncle Billy's Resonator Double IPA,Uncle Billy's Brew & Que,American Double / Imperial IPA,8.0,4.5,1204409026
1433269,6298,39817,Malt Ball,Draught House Pub & Brewery,American Porter,6.0,4.0,1204410445
1433272,6298,40118,Tenaya Creek Imperial Stout,Tenaya Creek Brewery,Russian Imperial Stout,8.9,3.0,1205609901
1433280,6298,40993,Insomniac Espresso Stout,Uncle Billy's Brew & Que,American Stout,5.8,4.0,1202939880
1433283,6298,40995,Rye Weisse,Draught House Pub & Brewery,Rye Beer,6.0,3.0,1202942957
1433290,6298,41578,North By Northwest Whiskey River Stout,North by Northwest Restaurant & Brewery,American Stout,,3.5,1205607616
1433295,6298,41580,Uncle Billy's Summit IPA,Uncle Billy's Brew & Que,American IPA,6.5,4.5,1205611129
1433300,6298,41581,Uncle Billy's Organic Amber,Uncle Billy's Brew & Que,American Amber / Red Ale,5.1,3.0,1205611190
1433308,6298,42019,Pomelambic,North by Northwest Restaurant & Brewery,Lambic - Fruit,,3.5,1207507994
1433310,6298,42020,Saison Sayang,Archipelago Brewing Company / Craft Beer Hub,Saison / Farmhouse Ale,,4.0,1207508417
1433314,6298,43469,Southside,Independence Brewing Co.,American Porter,,1.5,1214853130
1433317,6298,43470,Chicago Kolsch,Rock Bottom Restaurant & Brewery,Kölsch,,2.5,1214853927
1433324,6298,46036,Green Menace,North by Northwest Restaurant & Brewery,American Double / Imperial IPA,7.0,4.5,1228238685
1433330,6300,64458,Heine The Elder Double Espresso Stout,Bluegrass Brewing Co. - East St. Matthew's,Oatmeal Stout,10.0,4.5,1305341271
1433333,6300,74657,Founders Cascade Harvest,Founders Brewing Company,American IPA,6.5,3.5,1320812572
1433335,6300,75406,Dagger Stout,"Bell's Brewery, Inc.",American Double / Imperial Stout,,4.0,1326134399
1433338,6303,23740,Schinner Bernstein Unfiltriert,Brauhaus Schinner,Keller Bier / Zwickel Bier,4.9,4.5,1219159399
1433342,6303,43624,Königsbacher Mai-Bock,Königsbacher Brauerei,Maibock / Helles Bock,6.8,4.0,1215535021
1433344,6303,47718,Big Sea,Free State Brewing Co.,Extra Special / Strong Bitter (ESB),6.0,4.5,1250287848
1433349,6303,51958,1854 Helles Lager,Free State Brewing Co.,Munich Helles Lager,,4.0,1250625325
1433353,6303,54407,The Vortex Red,Free State Brewing Co.,American Amber / Red Ale,6.1,4.0,1259699016
1433355,6303,55915,Paper Moon Pilsner,Free State Brewing Co.,German Pilsener,,4.0,1265983089
1433358,6303,74852,Ramble On Rose Rye,Free State Brewing Co.,Rye Beer,,4.0,1321828404
1433360,6303,75006,WinterFest,Free State Brewing Co.,American IPA,,4.0,1324513837
1433370,6320,3413,TBonz Raspberry Wheat,TBonz Gill & Grill,Fruit / Vegetable Beer,,4.5,1060504446
1433373,6320,3519,Blueberry Wheat Ale,Mobjack Bay Brewing Company,Fruit / Vegetable Beer,,4.0,1073956984
1433379,6320,9396,Hooptie Ride Red Rider Ale,Blacksburg Brewing Company,American Amber / Red Ale,4.9,4.0,1053336762
1433382,6320,10218,Víking Premium Gold,Viking Brewery - Vifilfell Ltd.,American Adjunct Lager,5.6,3.5,1131511592
1433388,6320,13251,TBonz Octoberfest,TBonz Gill & Grill,Märzen / Oktoberfest,,4.0,1068437736
1433391,6320,13632,Cottonwood Oatmeal Stout,Carolina Beer Company,Oatmeal Stout,,4.5,1066527814
1433396,6320,13643,Belgian Style Brown Ale,Old Dominion Brewing Company,Dubbel,,4.0,1090860820
1433403,6320,14648,Christmas Ale 2003,Abita Brewing Co.,American Amber / Red Ale,,4.0,1071992756
1433411,6320,16350,Ochakovo Klassichiskoye,Ochakovo,Euro Pale Lager,4.7,3.0,1134098458
1433413,6320,16416,Randy's Grand Cru,Aiken Brewing Company,Belgian Pale Ale,,4.5,1083535416
1433419,6320,17348,Aiken Oatmeal Stout,Aiken Brewing Company,Oatmeal Stout,,5.0,1083535880
1433424,6320,17565,TBonz Market Street Wheat,TBonz Gill & Grill,American Pale Wheat Ale,,4.5,1084850998
1433427,6320,18586,Siné Irish-Style Red Ale,Old Dominion Brewing Company,Irish Red Ale,,4.5,1090873880
1433431,6320,18952,Old Dominion Light,Old Dominion Brewing Company,Light Lager,,3.5,1090872397
1433434,6320,19807,Paddle Out Stout,Half Moon Bay Brewing Company,American Stout,5.1,4.0,1094871313
1433439,6320,29057,Stony Man Stout (Oak Barrel Conditioned),Shenandoah Brewing Co.,American Stout,6.0,3.5,1152337478
1433443,6320,30676,Aiken Scottish Style Ale,Aiken Brewing Company,Scottish Ale,5.9,4.5,1148439161
1433447,6320,46968,Mehana Alala Hawaiian Crow Porter,Hawai'i Nui Brewing / Mehana Brewing Company,American Porter,,3.5,1280461713
1433454,6320,56501,Palmetto Bocat Watermelon Wheat Ale,Palmetto Brewing Company,American Pale Wheat Ale,4.9,2.5,1280873583
1433459,6320,57067,High Rock Lager,Bahamian Brewery Beverage & Co. Ltd.,Euro Pale Lager,5.6,3.5,1311826014
1433461,6320,58686,End 09,Bear Republic Brewing Co.,American Stout,5.9,4.0,1274916461
1433468,6320,61070,OBP Toasted Coconut Porter,Thomas Creek Brewery,American Porter,,3.0,1283824469
1433472,6320,62937,Palmetto Hop Harvest IPA,Palmetto Brewing Company,American IPA,,3.0,1289361908
1433476,6335,7905,Catfish Cream Ale,Agassiz Brewing Co.,Cream Ale,5.0,4.0,1157234025
1433482,6338,61627,Barrel-Aged Bad Man,Revolution Brewing Company - Brewpub,Old Ale,9.5,4.0,1297143791
1433486,6338,64350,Obolon Kwas Chlebowy,Obolon Brewery,Kvass,,3.5,1309567018
1433493,6338,65387,TV Party,Revolution Brewing Company - Brewpub,American IPA,7.6,4.0,1297145161
1433497,6338,65471,Village Green,Revolution Brewing Company - Brewpub,English Bitter,4.1,4.0,1297144344
1433501,6343,55448,Oatmeal Milk Stout Ale Redux,River Horse Brewing Co.,Oatmeal Stout,6.7,4.5,1265842731
1433527,6343,62105,Wolters Fest-Bier,Hofbrauhaus Wolters GmbH,Märzen / Oktoberfest,,4.0,1317767130
1433544,6347,32772,Schönramer Festbier,Private Landbrauerei Schönram,Märzen / Oktoberfest,6.2,4.0,1320888825
1433551,6360,12838,Seneca Golden Wheat,Blackwater Brewing Company,American Pale Wheat Ale,,4.0,1272825743
1433556,6360,12842,Parsons Porter,Blackwater Brewing Company,American Porter,,3.0,1272826043
1433559,6361,56530,Stud Service Stout,Thirsty Dog Brewing Company,Irish Dry Stout,3.1,2.0,1294925213
1433570,6370,4685,Claire Fontaine,Microbrasserie Nouvelle-France,American Pale Ale (APA),4.5,4.0,1156870168
1433576,6370,14802,Saint Paix Apple,Brasseurs R.J.,Fruit / Vegetable Beer,5.0,4.5,1191257518
1433579,6370,14803,Snoreau,Brasseurs R.J.,Fruit / Vegetable Beer,7.0,2.5,1201195978
1433583,6370,16240,Straffe Hendrik Rousse,Brouwerij Straffe Hendrik / Huisbrouwerij De Halve Maan,Flanders Red Ale,6.0,3.5,1166761436
1433586,6370,16733,La Montoise,Microbrasserie du Lièvre,American Pale Ale (APA),5.4,4.5,1156464051
1433594,6370,24314,Aramis,Les Trois Mousquetaires,American Amber / Red Lager,5.0,4.0,1171079183
1433604,6370,27080,Belgh Brasse Taïga,Brasserie Belgh Brasse,American Adjunct Lager,5.0,3.5,1257134506
1433610,6370,27298,D'Artangnan,Les Trois Mousquetaires,Czech Pilsener,5.0,3.5,1171158421
1433616,6370,31940,La Duchesse D'Aiguillon,Ferme Brasserie Schoune,Belgian Strong Pale Ale,8.0,2.5,1168316343
1433620,6370,33869,La Trouille,Brasserie Dunham,Pumpkin Ale,6.6,4.0,1169779850
1433632,6370,34692,D'Ham Blonde,Les Brasseurs du Hameau,American Blonde Ale,5.5,3.5,1172598648
1433637,6370,34908,D'Ham Brune,Les Brasseurs du Hameau,American Brown Ale,5.5,4.0,1172771778
1433641,6370,35144,D'Ham Rousse,Les Brasseurs du Hameau,American Amber / Red Ale,5.5,3.5,1172446135
1433647,6370,36497,La Belle Brune,AMB - Maître Brasseur,American Brown Ale,5.5,2.0,1177854163
1433652,6370,37360,Belle Gueule Blonde D'été,Brasseurs R.J.,Light Lager,4.5,3.0,1182444431
1433654,6370,37442,Sorcière Rousse,Microbrasserie de l'ile d'Orléans,American Amber / Red Ale,5.0,3.5,1203528904
1433659,6370,37443,Ambrée à L'Érable De L'Île D'Orléans,Microbrasserie de l'ile d'Orléans,American Amber / Red Ale,6.0,4.0,1187195604
1433663,6370,37791,Nouvelle France Rouge,Microbrasserie Nouvelle-France,American Amber / Red Ale,4.5,2.5,1184724757
1433668,6370,37923,St-Urbain Rousse,Labatt Brewing Company Ltd.,American Adjunct Lager,4.9,4.0,1203961325
1433673,6370,39679,Boréale Brassin Festif,Brasseurs Du Nord Inc.,American Strong Ale,6.0,4.0,1196272953
1433676,6370,42909,Vaquero,Brasserie de Saverne,American Adjunct Lager,5.9,3.5,1211907936
1433678,6370,50927,La Brise Du Lac,Microbrasserie Archibald,Czech Pilsener,4.8,3.5,1267326653
1433682,6370,51368,Messagère Rousse,Microbrasserie Nouvelle-France,American Amber / Red Ale,5.0,3.0,1248319804
1433688,6370,56590,La Matante,Microbrasserie Archibald,American Blonde Ale,4.9,2.5,1267848683
1433691,6370,60272,Joufflue,Microbrasserie Archibald,Witbier,4.5,2.0,1294799382
1433696,6370,73071,Brick Waterloo Amber,Brick Brewing Co. / Red Baron Lounge,American Amber / Red Lager,6.8,3.5,1325986746
1433706,6383,30101,Edenton PickleSchticker Pilsner,Edenton Brewing Company,German Pilsener,5.0,4.0,1172518147
1433709,6383,34687,Edenton Coffee Stout,Edenton Brewing Company,American Double / Imperial Stout,8.0,4.0,1171517801
1433714,6383,34943,Half Goat Bock,Big Boss Brewing,Bock,,4.0,1172519231
1433718,6388,33767,Brewmaster's Imperial Porter,Rock Bottom Restaurant & Brewery,American Porter,7.0,4.0,1248400743
1433720,6388,49528,Brooklyn American Ale,Brooklyn Brewery,American Pale Ale (APA),4.5,3.0,1261494045
1433723,6388,61340,Bourbon Scarlett Lady,Stoudts Brewing Co.,Extra Special / Strong Bitter (ESB),5.0,3.5,1291780744
1433725,6388,66672,Berserker Bock,Sixpoint Brewery,Bock,6.5,4.0,1299170560
1433732,6401,6190,Downtown Brown Ale,Harvest Moon Brewery & Cafe,English Brown Ale,,4.5,1169839367
1433734,6404,47917,Xbeeriment Mikkeller Brewers United Belgian Stout,Mikkeller ApS,American Double / Imperial Stout,11.1,4.5,1322403774
1433737,6404,72518,Black Currant Stout,Saint Boniface Craft Brewing Company,American Stout,8.5,4.0,1321140390
1433740,6408,43635,Katz's Ale,Brooklyn Brewery,American Brown Ale,,4.0,1263655098
1433747,6408,71292,Catcher In The Double Ryenbow,Laurelwood Public House & Brewery,American Double / Imperial IPA,8.0,4.0,1311372513
1433749,6411,13830,Jack O'Lager Pumpkin Ale,Mishawaka Brewing Company,Pumpkin Ale,4.4,3.5,1226072482
1433754,6411,31038,Queen Mum,Shoreline Brewery And Restaurant,English India Pale Ale (IPA),5.5,4.5,1194836627
1433758,6411,35803,Loopy Lupulin Double IPA,Mishawaka Brewing Company,American Double / Imperial IPA,10.0,4.0,1193438036
1433761,6412,3195,Anacortes IPA,Anacortes Brewery & Rockfish Grill,American IPA,6.1,4.5,1259713554
1433775,6412,50596,Tutta Bella Amber,Big Al Brewing,American Amber / Red Ale,,5.0,1257463820
1433778,6414,47096,Tri Pa,Beermann's Beerwerks,American Double / Imperial IPA,11.5,3.0,1231304671
1433781,6418,23733,Eichbaum Hefe Weisbier Naturtrub,Privatbrauerei Eichbaum GmbH & Co. KG,Hefeweizen,5.0,3.5,1283551977
1433785,6418,69151,Libation,Saint Boniface Craft Brewing Company,American Double / Imperial IPA,,4.0,1317494367
1433789,6425,14882,Bare Tree Weiss Wine Vintage 2003,Two Brothers Brewing Company,Wheatwine,11.0,4.5,1073963676
1433802,6427,50704,Abita Select Pilsner,Abita Brewing Co.,Czech Pilsener,,2.5,1246071541
1433806,6433,5103,All American Light Lager,John Harvard's Brewery & Ale House,Light Lager,,4.5,1075774519
1433810,6433,16929,Black Ocean,Heavyweight Brewing Co.,Schwarzbier,4.4,5.0,1084351304
1433819,6433,23337,Honey Double Bock,John Harvard's Brewery & Ale House,Maibock / Helles Bock,,3.0,1116325516
1433821,6433,23565,Beer Union Local 1807 Brown Ale,Tröegs Brewing Company,American Brown Ale,4.4,3.5,1116743028
1433827,6433,24733,Something Steamy Red Lager,John Harvard's Brewery & Ale House,American Amber / Red Lager,,5.0,1121194060
1433829,6433,70079,Saazsquatch,Church Brew Works,Czech Pilsener,5.2,4.0,1312044939
1433831,6436,60007,Two Pull,Granite City Food & Brewery,Bock,,3.0,1325908675
1433840,6436,62262,Jesus Juice (Pinot Barrel Aged Three),Surly Brewing Company,Braggot,10.0,2.0,1286214251
1433845,6436,64326,Northern Honey Brown Lager,Cold Spring Brewing Co.,American Adjunct Lager,,2.5,1318969536
1433853,6436,67913,Tilted T-Ale,Brainerd Lakes Brewery,American Brown Ale,,3.5,1326256960
1433856,6436,73417,Provider,Steel Toe Brewing,American Blonde Ale,5.0,4.0,1317778441
1433867,6437,7729,Hitachino Nest Amber Ale,Kiuchi Brewery,American Amber / Red Ale,5.0,4.5,1125365902
1433875,6437,24838,Abbey Beer,Yo-Ho Brewing Company,Belgian Pale Ale,6.5,3.0,1137848789
1433878,6437,25601,Sapporo Slims,Sapporo Breweries Ltd.,Happoshu,3.0,1.5,1133097298
1433880,6437,27237,Jenlain Fraîche,Brasserie Duyck,Bière de Garde,5.0,2.5,1136966568
1433883,6442,2555,Newtowne Nutbrown Ale,John Harvard's Brewery & Ale House,English Brown Ale,,4.0,1091373088
1433892,6442,27697,Spawn Of Oliver,The Shed Restaurant & Brewery,American Double / Imperial IPA,8.0,4.0,1136508905
1433903,6457,30982,Niksicko Tamno (Dark),Trebjesa Brewery,Doppelbock,6.2,3.5,1186023783
1433909,6470,6698,Mishawaka Kolsch,Mishawaka Brewing Company,Kölsch,4.6,5.0,1294854699
1433920,6470,12841,Blackwater Märzen,Blackwater Brewing Company,Märzen / Oktoberfest,,3.0,1198786523
1433924,6470,16991,Tippecanoe Common Ale,Lafayette Brewing Co.,American Pale Ale (APA),5.8,5.0,1287451988
1433938,6470,17919,Fondelblonde,West Virginia Brewing Company,American Blonde Ale,,4.0,1189645063
1433941,6470,19785,Piper's Pride Scottish Ale,Lafayette Brewing Co.,Scottish Ale,5.7,5.0,1300112493
1433948,6470,21085,Stone Mason Stout,Marzoni's Brick Oven & Brewing Company,American Stout,4.8,3.5,1189967076
1433952,6470,24994,Uber Weizen,Oaken Barrel Brewing Company,American Pale Wheat Ale,,4.5,1239113246
1433957,6470,26890,Bumble Bee Saison,Upland Brewing Company,Saison / Farmhouse Ale,5.5,4.0,1191938042
1433961,6470,30163,Alchemy,Pints Pub and Brewery and Freehouse,Extra Special / Strong Bitter (ESB),,3.5,1217896530
1433965,6470,30566,Wilkins Kolsch,John Harvard's Brewery & Ale House,Kölsch,,3.5,1203259447
1433968,6470,33042,Paddler's Pale Ale,North Country Brewing,American Pale Ale (APA),,4.5,1242830946
1433973,6470,33472,Silver Back,Wynkoop Brewing Company,Smoked Beer,6.4,5.0,1217879604
1433981,6470,34759,Heartland Red,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,5.2,4.5,1294362553
1433987,6470,40334,Gael Force Ale,Pints Pub and Brewery and Freehouse,Scottish Ale,,5.0,1217896379
1433989,6470,40884,Buffalo Trace Bourbon Barrel Highland Heather Scotch Ale,Rivertowne Pourhouse,Scottish Ale,9.7,3.5,1203258373
1433999,6470,41587,Diesel Oil Stout,Powerhouse Brewing Company's Columbus Bar,Milk / Sweet Stout,8.7,4.0,1314817221
1434007,6470,42399,Gangster Pale Ale,Wabash Valley Malt Beverage Company,American Pale Ale (APA),,4.0,1209508054
1434011,6470,42762,Cannonball Porter,Wabash Valley Malt Beverage Company,American Porter,,4.0,1216760616
1434017,6470,42839,Harvest Amber Ale,Wabash Valley Malt Beverage Company,American Amber / Red Ale,5.7,4.0,1216243107
1434023,6470,43088,Bourbon Barrel Blackwater Stout,West Virginia Brewing Company,American Stout,4.3,4.0,1212778085
1434025,6470,43334,Lightwave Belgian Pale Ale,Upland Brewing Company,Belgian Pale Ale,4.8,4.0,1301936258
1434029,6470,43364,Finneen's Auld Sod Stout,Broad Ripple Brew Pub,Irish Dry Stout,4.8,5.0,1287451400
1434032,6470,43516,Amarillo Lager,Broad Ripple Brew Pub,American Amber / Red Lager,5.0,5.0,1215108987
1434035,6470,43645,Barley's Draggin' Ass Stout,Barley's Smokehouse and Brewpub,American Stout,,3.5,1215626212
1434037,6470,43774,Hazy Days Wheat Ale,Wabash Valley Malt Beverage Company,American Pale Wheat Ale,,4.0,1216241482
1434041,6470,44153,Light Rail Ale,Wynkoop Brewing Company,American Pale Ale (APA),4.2,3.5,1217889266
1434045,6470,44644,Ned In A Barrel,West Virginia Brewing Company,American IPA,,5.0,1220965885
1434048,6470,44800,Decker's Dunkel,West Virginia Brewing Company,Schwarzbier,,4.5,1220966062
1434051,6470,46174,Seasonal Wheat,Rock Bottom Restaurant & Brewery,Hefeweizen,,4.0,1227804261
1434056,6470,49709,Wee Heavy Strong Scottish Ale,East End Brewing Company,Scotch Ale / Wee Heavy,,4.0,1242831152
1434058,6470,52212,Firefly Wheat,Sun King Brewing Company,Witbier,5.2,5.0,1314816650
1434064,6470,53486,Java Mac,Sun King Brewing Company,Scottish Ale,5.4,3.5,1262217086
1434068,6470,53876,Olde Towne Pilsner,Olde Towne Brewing Co.,German Pilsener,5.4,2.5,1273453388
1434073,6470,53995,Old Morgantown Amber,Morgantown Brewing Company,American Amber / Red Ale,5.8,5.0,1257718760
1434075,6470,53996,Anderson's Kettle Bottom Brown Ale,Morgantown Brewing Company,American Brown Ale,4.7,4.5,1257719111
1434078,6470,54860,Spicy Holiday Blonde Ale,Morgantown Brewing Company,Winter Warmer,5.2,5.0,1261202157
1434082,6470,55116,Two Weeks Lager,Morgantown Brewing Company,German Pilsener,4.5,5.0,1262277203
1434085,6470,55687,Dolly Sods,Morgantown Brewing Company,Scottish Ale,4.7,5.0,1264606426
1434087,6470,55854,Pecker Wrecker India Pale Ale,Cool Springs Brewery,American IPA,6.2,2.5,1270264472
1434090,6470,56034,Naptown Brown India Brown Ale,Sun King Brewing Company,American Brown Ale,7.0,5.0,1298407983
1434095,6470,56603,Mr. Brown,People's Brewing Company,American Brown Ale,7.0,5.0,1293485098
1434101,6470,57303,Vinny's Lager,Turoni's Pizzery & Brewery,German Pilsener,,4.5,1270391364
1434104,6470,57312,Uptown Rye Brown Ale,Turoni's Pizzery & Brewery,American Brown Ale,,4.0,1270395567
1434106,6470,57516,Special Forces American IPA,Crown Brewing,American IPA,5.8,5.0,1300063374
1434119,6470,58316,Westy,Sun King Brewing Company,California Common / Steam Beer,6.7,4.0,1322524060
